CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Contacts_Count_12_mon;Credit_Limit;Total_Revolving_Bal;Trans_Amt_Oct12;Trans_Amt_Nov12;Trans_Amt_Dec12;Trans_Amt_Jan13;Trans_Amt_Feb13;Trans_Amt_Mar13;Trans_Count_Oct12;Trans_Count_Nov12;Trans_Count_Dec12;Trans_Count_Jan13;Trans_Count_Feb13;Trans_Count_Mar13
771020133;0;45;F;5;Uneducated;Single;Less than $40K;Blue;32;3;3;0;2859;1776;891;738;851;597;587;776;17;16;12;11;12;11
709153008;0;37;M;3;High School;Married;$40K - $60K;Blue;36;3;3;3;2523;2481;774;1221;690;787;649;562;13;17;15;12;7;12
713394858;0;48;M;2;Post-Graduate;Married;$40K - $60K;Blue;34;4;2;2;4776;0;843;1056;919;473;399;891;15;13;9;9;4;10
721175283;0;59;F;1;Graduate;Married;Less than $40K;Blue;36;3;1;1;2697;1410;891;408;1033;779;872;506;11;11;12;9;7;8
715503558;0;57;F;3;High School;Married;Less than $40K;Blue;36;6;2;3;3542;2417;767;905;774;399;665;617;14;18;16;7;9;7
819943458;1;57;M;3;Graduate;Single;$120K +;Blue;52;6;4;3;52393;1000;449;355;245;296;285;147;7;3;14;7;3;3
717094758;0;40;F;4;Post-Graduate;Married;Unknown;Blue;29;5;3;1;8823;0;843;850;765;814;580;601;16;15;16;13;10;14
772073508;1;52;F;1;College;Single;Less than $40K;Blue;41;5;3;6;1764;0;449;511;542;256;552;430;9;14;12;5;3;4
721351983;1;43;F;4;Uneducated;Married;Less than $40K;Blue;36;5;3;3;3492;3103;449;630;490;268;326;347;7;11;11;6;6;6
714477408;1;36;F;3;High School;Married;Less than $40K;Blue;36;3;3;3;2977;1340;449;544;468;161;238;341;9;9;11;3;2;5
718471758;0;49;M;4;Doctorate;Single;$60K - $80K;Silver;37;5;2;2;30976;2051;864;656;376;485;479;333;9;13;18;10;8;11
711607833;0;43;M;5;High School;Married;$60K - $80K;Blue;36;5;2;1;2810;2384;788;934;901;732;745;775;19;18;18;17;12;13
708621408;0;39;F;1;Unknown;Single;Less than $40K;Blue;28;3;2;1;932;0;843;677;799;545;822;487;19;14;17;11;7;14
719277033;0;44;M;3;High School;Single;$40K - $60K;Blue;34;5;3;1;8997;708;905;1298;670;597;612;476;11;16;10;11;5;9
813905508;0;57;F;3;Uneducated;Single;Less than $40K;Blue;52;4;3;3;2002;1188;795;635;862;537;486;420;13;18;13;10;7;12
719761458;0;55;M;4;Post-Graduate;Single;$60K - $80K;Blue;36;3;2;1;4998;1626;850;800;904;338;765;672;9;9;18;9;6;10
708222558;0;37;F;2;Post-Graduate;Married;Less than $40K;Blue;36;6;2;3;2310;1513;919;618;954;685;540;475;16;17;9;16;9;10
713937558;0;54;F;2;High School;Married;$40K - $60K;Blue;36;3;3;3;3892;0;933;666;885;485;791;558;14;17;11;11;9;12
709603608;0;34;M;3;Uneducated;Married;$60K - $80K;Blue;25;6;1;1;2345;1643;878;1172;711;455;728;690;9;15;18;11;6;10
804661083;0;50;M;0;Graduate;Single;$80K - $120K;Blue;45;3;2;2;2135;1506;774;957;829;730;716;815;18;18;9;10;8;14
720977358;0;50;F;2;Unknown;Single;Less than $40K;Blue;36;3;2;2;2528;1689;864;1109;846;487;349;614;15;14;13;12;10;14
718420308;0;50;F;2;High School;Married;Less than $40K;Blue;36;3;1;3;3397;1658;761;862;818;773;441;553;13;17;12;13;7;13
714046608;0;49;M;0;Doctorate;Married;$60K - $80K;Blue;39;5;6;3;19719;1395;857;404;1022;390;423;476;17;15;10;10;10;11
718048608;0;41;F;3;Graduate;Married;Unknown;Blue;33;5;3;0;15292;1325;816;962;772;888;777;905;16;10;15;13;9;11
718497033;0;52;M;1;High School;Married;$120K +;Blue;36;5;3;3;31733;0;878;358;910;690;155;732;11;2;17;9;7;7
711801933;1;54;F;4;High School;Single;$40K - $60K;Blue;36;3;3;4;1368;0;449;448;378;204;297;316;5;11;9;9;2;6
716282208;1;54;F;2;Post-Graduate;Married;Less than $40K;Blue;48;3;6;3;1638;0;450;510;504;169;69;0;7;12;13;2;2;0
789076083;0;50;F;3;High School;Single;Less than $40K;Blue;38;6;3;2;2775;1475;761;778;946;678;741;704;20;15;16;12;12;9
714045783;1;37;F;2;Graduate;Married;$40K - $60K;Blue;29;2;2;6;2547;1965;450;542;415;107;324;322;8;13;13;5;4;3
769720683;0;50;F;1;Graduate;Married;Unknown;Blue;44;5;2;2;5708;1884;809;905;1029;822;762;587;12;10;12;11;7;8
721092783;0;;M;3;Graduate;Married;$80K - $120K;Blue;36;6;3;1;19838;1290;851;866;788;600;209;668;13;13;17;9;4;12
720243933;1;47;M;2;Uneducated;Married;$60K - $80K;Blue;32;1;3;6;1789;0;450;782;469;491;199;393;6;14;11;9;3;6
818502708;0;51;F;1;Uneducated;Single;$40K - $60K;Blue;46;5;3;2;2284;1674;782;1043;913;589;1010;548;13;15;19;14;10;15
712942308;0;42;M;3;Doctorate;Single;$60K - $80K;Blue;36;6;1;3;11535;1527;927;586;729;493;464;531;10;11;18;9;8;11
714262533;0;28;F;0;Unknown;Married;Unknown;Blue;36;3;4;2;3524;1306;768;749;845;725;632;533;16;14;13;11;9;15
714708183;0;58;M;2;High School;Single;$60K - $80K;Silver;49;4;3;3;30186;0;816;647;1072;459;522;554;11;17;19;9;8;10
718285308;0;44;F;1;Unknown;Single;Less than $40K;Blue;31;6;3;1;1323;0;782;678;831;394;409;482;11;15;4;7;7;11
720595083;0;40;F;3;Unknown;Married;Less than $40K;Blue;30;4;2;3;1620;1278;913;1010;917;609;523;558;10;14;10;12;9;14
787501758;0;51;F;3;High School;Single;Less than $40K;Blue;39;5;2;1;4038;1237;782;1084;736;629;352;605;12;16;16;8;7;9
714990633;0;56;M;4;Graduate;Single;$80K - $120K;Blue;36;5;3;2;2078;1696;927;1032;846;523;499;555;17;15;14;13;11;12
714652383;0;51;F;4;Graduate;Married;Less than $40K;Blue;36;5;3;2;1571;0;886;499;1038;718;635;804;15;12;9;16;10;12
788776008;0;43;M;3;College;Married;$80K - $120K;Blue;24;6;3;1;4726;1161;796;1073;889;575;573;777;15;18;15;14;13;16
709176108;0;56;F;4;Post-Graduate;Unknown;Less than $40K;Blue;49;5;3;3;4604;621;900;826;802;828;573;657;19;17;12;11;7;13
719354433;0;48;M;1;College;Single;$80K - $120K;Silver;36;6;3;3;43435;1629;900;798;529;759;510;546;15;18;16;9;6;14
709368483;0;56;M;2;Graduate;Married;$40K - $60K;Blue;45;5;2;1;1019;0;886;621;753;700;635;728;13;20;16;9;9;10
717621333;0;48;F;3;Unknown;Divorced;Less than $40K;Blue;36;5;2;1;2680;1871;879;628;842;1118;617;508;14;15;12;14;10;13
716272158;1;41;F;3;College;Married;$40K - $60K;Blue;15;5;3;4;4312;3824;450;458;639;510;398;238;11;14;14;9;5;3
803355408;0;50;M;2;Unknown;Married;$60K - $80K;Blue;44;5;3;1;2205;1659;928;811;806;687;858;723;12;15;19;9;12;10
717073308;0;44;F;3;College;Married;Less than $40K;Blue;31;5;6;2;2679;727;852;762;922;831;770;667;14;13;16;11;11;13
789105183;0;54;M;3;Post-Graduate;Single;$80K - $120K;Silver;42;3;1;2;45086;2488;852;644;1340;389;594;582;11;13;25;16;11;11
721305408;0;48;F;2;Graduate;Married;Less than $40K;Blue;37;4;2;1;3378;0;921;1090;1003;586;761;400;12;17;14;14;11;13
715739733;0;34;M;1;High School;Single;$40K - $60K;Blue;25;4;1;2;1793;1141;907;1222;958;846;575;785;16;19;15;12;10;16
779217333;0;59;F;0;Graduate;Divorced;Less than $40K;Blue;49;6;2;3;2228;1502;769;760;753;620;446;574;16;11;10;14;10;14
712133508;0;41;F;3;College;Single;$40K - $60K;Blue;22;5;0;2;2577;1582;845;1034;910;489;652;804;17;15;15;9;9;10
714602658;1;39;F;1;Graduate;Married;Less than $40K;Blue;36;1;2;3;1462;0;450;547;437;347;30;187;7;13;11;4;1;0
712446783;1;50;F;4;Graduate;Married;Less than $40K;Blue;30;5;3;4;4038;1530;450;470;472;415;242;351;9;11;11;6;1;3
720049083;1;35;F;1;Unknown;Divorced;Unknown;Blue;24;5;3;3;1113;0;450;373;451;373;433;275;8;11;11;5;6;6
824172258;0;34;F;2;Unknown;Divorced;Less than $40K;Blue;30;3;1;2;4408;1510;873;796;930;833;450;613;19;13;10;13;9;13
717695058;0;46;F;5;High School;Married;Unknown;Blue;35;3;1;3;4163;0;790;812;1130;510;947;574;14;14;13;11;11;13
719782458;0;49;F;1;Graduate;Married;$40K - $60K;Blue;39;3;3;3;7201;1992;762;715;762;533;580;629;14;14;11;16;10;11
718141983;0;49;M;0;High School;Single;$80K - $120K;Blue;43;6;3;1;1883;1295;866;1187;813;574;915;832;18;18;16;15;11;11
718853358;0;42;F;3;Graduate;Single;Less than $40K;Blue;36;5;1;2;3308;3126;935;1439;933;584;595;618;15;22;18;11;9;10
772539558;0;65;F;0;College;Single;Less than $40K;Blue;55;3;3;0;2022;0;831;676;1421;552;479;664;9;15;18;9;7;7
817094283;0;43;F;5;Graduate;Married;Less than $40K;Blue;23;5;3;3;8597;903;929;959;1030;963;798;494;17;10;18;12;10;11
716932308;0;38;F;2;College;Married;Unknown;Blue;28;5;1;3;4693;634;762;718;856;790;539;795;17;12;14;14;11;11
714738858;0;52;F;1;Graduate;Unknown;Less than $40K;Blue;36;6;1;3;2873;1714;769;993;811;553;612;882;18;11;14;13;11;14
772409733;0;39;F;3;High School;Divorced;$40K - $60K;Blue;28;4;1;3;3400;2307;880;615;999;535;922;791;18;17;18;14;9;14
717534108;0;48;F;3;High School;Divorced;$40K - $60K;Blue;40;3;1;3;2405;1410;839;786;744;539;781;732;16;14;12;14;12;11
816378033;1;46;M;4;Uneducated;Single;$80K - $120K;Gold;41;6;3;2;63948;1104;451;397;402;176;269;294;9;7;11;6;9;5
790141308;0;44;M;2;College;Married;$80K - $120K;Blue;37;5;3;1;8241;0;790;830;954;551;737;574;14;7;24;14;9;11
710770383;0;53;F;2;Graduate;Married;$40K - $60K;Blue;36;4;3;1;1247;582;880;1187;984;386;708;770;17;17;18;16;11;13
711351108;0;44;F;3;High School;Unknown;Less than $40K;Blue;36;3;3;2;2608;1804;922;763;844;792;750;600;14;12;10;7;7;11
713744058;0;41;F;3;High School;Married;Less than $40K;Blue;36;6;2;3;2359;1509;915;858;718;880;1085;776;17;12;14;13;8;14
708998583;0;47;F;4;Post-Graduate;Married;Less than $40K;Blue;39;6;2;2;1790;0;776;992;964;570;413;426;18;13;19;14;8;15
827451333;1;54;F;2;Uneducated;Married;Less than $40K;Blue;50;3;6;3;2247;0;451;599;544;591;40;390;7;10;9;4;1;6
714228558;0;40;M;3;High School;Single;$80K - $120K;Blue;36;5;3;3;3624;0;894;779;1057;894;469;656;16;10;18;14;11;13
797668983;0;42;F;4;Graduate;Married;Less than $40K;Blue;36;6;2;1;896;0;832;745;872;740;822;385;15;15;13;9;9;9
713023158;0;39;F;2;College;Married;$40K - $60K;Blue;31;3;1;2;2901;2143;797;476;903;329;946;788;13;17;15;12;9;12
709982658;0;41;F;2;College;Married;Less than $40K;Blue;31;4;2;3;9759;2038;832;907;866;660;618;343;12;14;21;12;7;11
715398858;0;57;F;3;Post-Graduate;Married;Less than $40K;Blue;36;4;3;2;2525;1203;916;550;1062;601;525;706;18;10;14;11;9;16
715615233;0;60;F;1;High School;Divorced;Less than $40K;Blue;48;5;3;3;2737;1812;881;881;885;572;678;610;18;14;12;15;11;16
710650608;0;51;M;2;Graduate;Married;$80K - $120K;Blue;36;4;3;2;19262;1480;853;1217;848;493;611;790;17;14;17;14;10;13
803214108;0;33;F;0;High School;Single;Unknown;Blue;27;6;1;1;2252;1826;770;1211;964;520;659;931;17;7;10;13;12;9
717202083;1;46;M;2;Unknown;Single;$80K - $120K;Blue;34;2;3;3;7077;0;451;558;416;519;262;413;9;9;9;3;2;9
719051733;0;63;M;0;College;Single;$60K - $80K;Blue;51;4;2;1;2706;889;839;974;1105;792;866;471;12;11;11;9;11;10
789900633;0;49;F;2;High School;Married;$40K - $60K;Blue;40;5;3;2;3263;1522;839;903;972;551;569;454;15;15;10;11;7;11
789122808;1;41;F;4;College;Married;$40K - $60K;Blue;29;5;2;3;3281;0;451;587;512;479;497;381;6;13;13;6;3;4
709902108;0;51;M;2;High School;Married;$80K - $120K;Blue;40;4;3;2;8169;794;881;1135;944;708;365;894;16;9;11;11;10;13
713666058;0;46;F;5;College;Divorced;$40K - $60K;Blue;38;6;1;3;3276;1915;867;969;715;645;564;504;11;18;18;9;7;13
711453783;0;41;F;3;Unknown;Single;Less than $40K;Blue;29;4;2;3;1966;1452;909;1031;938;460;742;586;12;16;16;9;9;12
778936008;0;46;F;4;High School;Married;Unknown;Blue;30;3;1;3;5869;0;909;789;1058;823;1019;505;21;13;11;14;11;13
708085458;0;34;F;2;Uneducated;Single;Less than $40K;Blue;24;6;2;2;1198;0;791;430;936;585;713;485;17;10;15;14;14;12
749067633;0;45;F;2;Unknown;Married;Less than $40K;Blue;38;3;2;3;3682;0;902;445;887;673;478;630;16;17;18;10;5;11
716170308;0;27;F;0;Graduate;Divorced;Unknown;Blue;36;5;1;0;13439;2003;777;854;805;699;587;993;16;16;18;16;9;11
711507783;1;54;F;2;Doctorate;Single;Less than $40K;Blue;42;3;4;3;1694;0;451;508;466;311;0;194;7;12;8;9;0;5
819752133;0;41;M;2;High School;Divorced;$80K - $120K;Blue;36;6;2;2;1636;986;902;659;1001;864;526;743;15;6;18;13;10;11
711061908;0;48;F;1;Graduate;Married;Less than $40K;Blue;38;6;2;3;1449;749;854;581;644;849;493;618;12;6;9;9;6;8
744231708;0;45;F;2;Graduate;Married;Less than $40K;Blue;38;3;3;3;1513;788;854;794;836;433;664;585;11;10;17;13;9;11
716856408;1;39;F;4;Graduate;Single;Less than $40K;Blue;28;5;2;4;1213;0;451;469;426;235;379;432;9;9;14;5;4;3
711780108;0;46;F;4;Doctorate;Divorced;Less than $40K;Blue;38;4;3;2;4120;1578;826;1896;754;444;418;454;15;23;13;11;7;12
715178733;0;47;F;2;Unknown;Single;Less than $40K;Blue;41;5;3;1;2289;1611;812;1194;917;749;454;691;13;16;15;11;9;13
721418133;0;45;F;3;Graduate;Single;Less than $40K;Blue;33;6;2;3;2016;972;764;848;1080;676;534;633;22;9;16;13;11;11
720124758;1;49;M;3;Uneducated;Married;$80K - $120K;Blue;40;5;4;3;2509;450;451;425;478;270;416;199;10;9;10;10;4;4
809068983;0;40;F;2;Graduate;Married;Less than $40K;Blue;35;3;1;3;3511;0;896;1250;833;615;870;774;15;18;15;14;9;11
711052308;0;45;M;3;Post-Graduate;Divorced;$60K - $80K;Blue;37;6;3;3;2751;2432;778;792;767;529;977;610;15;13;11;14;10;12
718967433;0;34;F;2;High School;Divorced;Less than $40K;Blue;36;3;6;3;2426;0;889;880;836;900;720;693;15;18;12;11;9;16
709827933;0;44;M;2;Graduate;Married;$80K - $120K;Blue;36;3;3;2;12230;1196;820;590;849;458;497;445;16;16;18;8;9;9
787568433;0;42;M;3;Graduate;Single;$60K - $80K;Blue;33;3;1;3;7328;936;799;983;893;467;752;624;17;13;14;14;7;14
720256158;0;47;F;2;High School;Married;Unknown;Blue;40;5;1;3;2264;0;861;614;1088;498;484;734;15;13;21;7;10;9
715435758;0;42;M;2;Graduate;Single;$80K - $120K;Blue;36;3;1;3;3046;1231;854;916;1015;718;591;617;17;5;19;14;10;12
719505483;0;51;F;0;Uneducated;Married;Unknown;Blue;36;6;3;2;5881;0;834;907;850;655;627;558;15;18;16;12;14;14
721247883;0;52;M;2;College;Married;$80K - $120K;Blue;41;4;2;3;16207;922;764;716;735;656;287;463;18;16;10;11;11;17
772220433;0;44;M;3;College;Unknown;$60K - $80K;Blue;33;6;3;2;15468;1187;896;473;954;962;660;539;15;14;15;14;8;15
789692283;0;47;F;5;College;Single;Less than $40K;Blue;34;4;3;2;5950;0;813;1463;957;287;513;622;12;14;11;11;7;11
815091333;0;48;F;3;Unknown;Married;Less than $40K;Blue;43;3;1;2;3119;2196;785;875;940;875;588;642;15;7;13;16;13;13
778732158;0;50;F;3;Uneducated;Unknown;Unknown;Blue;30;4;1;3;1507;0;827;920;702;766;295;527;13;19;16;15;3;17
715129233;0;51;F;4;High School;Single;Less than $40K;Blue;36;6;3;3;2902;1634;862;1276;851;799;179;781;13;18;18;11;7;7
714083208;0;47;F;3;College;Married;Less than $40K;Blue;38;5;2;2;1585;1304;869;1080;747;641;561;758;16;16;18;9;9;12
716559108;0;47;F;1;High School;Single;Less than $40K;Blue;36;6;2;3;2899;2418;890;1109;728;649;499;421;14;9;14;12;8;11
715102308;0;50;F;2;Unknown;Married;$40K - $60K;Blue;36;5;1;2;2295;1277;904;366;446;261;59;209;16;5;7;12;0;7
768814983;0;39;F;2;Unknown;Married;Less than $40K;Blue;33;3;1;3;3251;1937;862;916;765;739;441;561;17;14;16;12;12;14
788744058;0;48;F;2;High School;Married;Unknown;Blue;27;3;1;2;4009;1361;904;579;906;784;634;699;16;10;17;13;11;13
782802033;1;45;F;4;Unknown;Married;Less than $40K;Blue;39;3;2;2;3411;1472;452;323;555;159;352;267;11;7;16;7;6;8
708499608;0;49;M;5;Post-Graduate;Single;$40K - $60K;Silver;36;6;1;2;15525;1299;779;1029;975;331;290;638;13;12;15;11;14;13
794947683;0;35;F;4;Graduate;Single;Less than $40K;Blue;29;6;3;0;2118;1189;862;532;710;795;1011;631;13;5;15;8;7;12
716442333;0;34;F;3;Graduate;Married;$40K - $60K;Blue;25;6;2;2;2275;1468;834;1110;888;677;913;555;18;18;16;11;12;13
772189308;0;59;F;1;College;Single;Less than $40K;Blue;48;5;2;0;2601;1888;939;949;875;797;613;726;10;9;16;9;7;11
721529583;0;52;M;3;High School;Single;$80K - $120K;Blue;41;6;3;3;4642;2413;807;644;515;386;604;576;17;13;13;10;8;11
713578608;0;58;M;0;Doctorate;Single;Less than $40K;Blue;46;6;4;3;1102;0;772;622;864;637;620;567;13;18;14;14;11;12
718976283;0;51;F;2;Unknown;Single;Less than $40K;Blue;36;3;2;2;1858;1071;772;1114;837;632;515;518;10;18;15;8;7;8
711505308;0;59;F;1;Graduate;Single;Less than $40K;Blue;52;5;3;3;2636;1619;939;1265;817;575;412;719;18;18;15;10;11;11
711131958;0;50;F;3;Doctorate;Single;$40K - $60K;Blue;42;4;3;3;3743;881;779;885;947;816;725;469;12;15;12;11;9;12
714687858;0;49;F;1;Graduate;Single;Less than $40K;Blue;41;6;1;3;1168;0;884;904;1178;702;434;436;15;15;10;16;10;16
780289308;1;61;F;0;High School;Married;Less than $40K;Blue;47;1;3;4;4130;0;452;425;456;185;433;467;13;10;9;9;9;7
708504783;0;47;M;3;Uneducated;Unknown;$40K - $60K;Blue;36;3;3;3;10960;1333;765;334;975;431;642;333;13;10;15;7;8;9
778857108;0;52;F;3;Post-Graduate;Married;$40K - $60K;Blue;33;3;2;0;3900;0;877;665;531;604;889;771;17;15;13;14;10;12
756598833;0;38;M;1;Uneducated;Married;Less than $40K;Blue;31;6;3;3;6236;1204;919;1138;909;1232;682;509;18;17;11;11;13;14
718748133;0;34;F;3;Graduate;Single;Unknown;Blue;23;5;1;0;2591;0;766;1067;574;556;431;482;12;15;11;13;7;9
714503433;1;57;F;2;Doctorate;Married;Less than $40K;Blue;36;1;3;3;1615;950;452;514;502;294;161;289;10;10;11;5;1;6
710869008;0;47;F;3;Graduate;Single;Unknown;Blue;36;5;1;2;8332;0;787;1015;859;715;1156;576;13;10;16;14;11;14
779643858;0;55;F;1;Graduate;Married;Less than $40K;Blue;38;5;5;2;2033;1037;801;524;661;1066;447;601;13;18;17;11;10;13
715250583;0;55;M;2;Unknown;Single;$80K - $120K;Blue;48;3;2;3;8082;1138;870;867;745;524;450;821;13;9;11;9;7;10
714396558;0;57;F;3;High School;Married;Less than $40K;Blue;51;6;2;3;1511;0;828;1093;869;701;714;478;18;18;15;10;13;13
752766783;0;43;F;4;Graduate;Divorced;Unknown;Blue;36;5;2;2;11536;2074;835;603;1213;293;736;426;18;15;14;12;11;11
715532208;0;65;F;1;High School;Single;Less than $40K;Blue;55;3;3;2;4010;1504;870;612;674;462;587;602;11;18;10;10;5;7
719130558;0;55;F;2;Uneducated;Married;Less than $40K;Blue;44;5;2;3;1669;1000;926;636;817;733;373;600;14;12;9;14;9;11
806232408;0;54;F;3;Graduate;Married;Unknown;Blue;49;5;1;2;11905;0;787;790;561;905;464;515;16;9;5;14;10;11
715497558;1;44;F;1;College;Married;Less than $40K;Blue;36;6;3;3;3052;0;453;480;458;225;555;427;7;12;13;5;1;9
716303583;0;55;F;2;Graduate;Unknown;Less than $40K;Blue;36;5;1;2;2712;1617;808;1126;898;719;497;810;12;19;11;13;9;9
713522058;0;39;F;0;College;Married;Less than $40K;Blue;30;3;2;3;1978;871;940;732;956;483;627;561;13;5;14;10;8;9
719074308;0;37;F;3;College;Married;Less than $40K;Blue;27;4;2;0;1055;687;815;991;793;698;757;567;14;11;9;15;10;14
711881733;0;55;F;1;Graduate;Married;Less than $40K;Blue;46;3;3;3;1606;0;898;689;865;647;677;772;18;10;18;11;9;10
710310108;0;46;F;1;Doctorate;Married;Less than $40K;Blue;29;3;3;2;2406;1705;898;1056;919;786;529;477;18;17;14;14;12;14
715814433;0;44;M;4;Unknown;Single;$80K - $120K;Blue;36;6;2;3;5877;1160;892;948;626;312;348;439;18;19;11;14;11;10
717252483;1;57;F;2;Graduate;Married;Less than $40K;Blue;41;3;3;3;2796;0;453;437;380;376;205;345;9;10;1;6;2;7
770874483;0;54;F;1;Post-Graduate;Married;Unknown;Blue;40;4;1;2;2876;1267;912;981;768;554;500;587;14;18;17;11;7;7
719742108;1;38;F;1;High School;Single;Less than $40K;Blue;26;5;2;4;3554;0;453;338;540;327;287;427;9;7;11;7;3;7
711064008;0;48;F;2;Unknown;Single;Less than $40K;Blue;36;4;3;2;9505;2390;864;718;512;439;620;463;14;11;17;9;7;10
717208833;1;34;F;3;High School;Single;Less than $40K;Blue;21;2;2;2;1576;0;453;633;425;356;349;487;7;13;8;9;9;10
709022883;0;44;F;4;College;Married;Less than $40K;Blue;36;6;3;2;1128;0;906;754;918;487;683;509;18;18;18;11;12;12
713653983;0;39;M;3;Uneducated;Single;$60K - $80K;Blue;26;4;2;1;2973;1136;843;754;914;582;783;466;21;14;14;16;9;13
713463708;1;40;F;4;Graduate;Single;Less than $40K;Blue;25;4;2;3;1133;0;453;576;502;386;408;168;8;9;11;9;4;1
789143283;0;41;F;1;Uneducated;Single;Unknown;Blue;30;4;2;3;5647;1175;767;1217;718;744;561;861;17;15;10;12;10;12
778550583;0;43;F;1;High School;Unknown;$40K - $60K;Blue;35;6;3;2;1766;0;864;948;891;925;567;613;20;17;15;14;10;11
711181608;0;50;F;2;Graduate;Unknown;Less than $40K;Blue;40;3;2;3;1606;0;815;695;754;594;922;349;10;11;18;10;8;11
711790308;1;54;F;0;High School;Unknown;Less than $40K;Blue;34;4;3;3;2223;632;453;686;385;225;410;379;11;10;10;6;1;11
779791908;0;47;F;4;Post-Graduate;Single;$40K - $60K;Blue;36;6;3;3;2896;0;822;951;762;771;917;747;18;18;9;15;14;11
789515283;0;51;M;3;Graduate;Married;$60K - $80K;Blue;43;6;1;3;2157;1494;934;900;877;887;639;547;15;14;14;11;7;8
712046808;1;49;F;3;Doctorate;Divorced;Unknown;Blue;42;1;3;3;3802;1558;453;507;385;158;227;273;7;11;9;7;6;3
712169883;0;43;M;1;College;Married;$60K - $80K;Blue;36;3;3;2;13840;1079;774;644;734;542;670;826;13;18;10;12;11;10
712637283;0;36;F;2;Unknown;Unknown;Less than $40K;Blue;28;6;1;2;2169;1602;941;1125;1041;676;643;756;16;17;10;14;12;9
715555833;0;47;F;3;Unknown;Single;Less than $40K;Blue;34;6;3;0;4862;0;850;734;875;389;819;500;16;15;23;14;7;11
708712833;0;45;F;5;Graduate;Married;Less than $40K;Blue;36;4;1;2;2289;1037;850;755;1375;497;469;537;13;17;18;9;4;11
717841683;0;49;M;3;Unknown;Married;$60K - $80K;Blue;36;6;1;3;22651;1085;781;780;602;569;665;518;13;18;12;11;7;11
708689958;0;48;F;4;Unknown;Unknown;Less than $40K;Blue;36;4;3;2;2406;1744;893;988;922;625;577;743;18;19;15;16;9;11
708888633;1;52;M;3;Doctorate;Married;$80K - $120K;Blue;36;2;3;3;3022;895;453;410;534;468;408;451;3;12;5;7;3;8
721012983;0;46;M;3;Doctorate;Married;$80K - $120K;Blue;38;6;1;2;12935;1417;921;992;117;240;716;542;16;19;0;10;7;9
812406183;1;45;F;4;Unknown;Single;Less than $40K;Blue;40;5;4;3;1337;0;453;492;430;311;217;304;9;11;5;5;5;6
714595983;1;49;F;1;Uneducated;Married;$40K - $60K;Blue;41;4;3;3;1303;522;453;622;393;150;226;186;8;11;8;4;3;3
715725858;0;43;F;3;Post-Graduate;Single;Less than $40K;Blue;26;6;2;2;2256;1346;928;743;889;908;750;675;18;7;17;11;9;14
720270633;1;40;F;3;Graduate;Single;Less than $40K;Blue;36;5;3;1;1516;0;453;528;579;490;268;391;7;13;19;9;3;3
720269283;0;48;F;3;Unknown;Unknown;$40K - $60K;Blue;33;3;2;2;2485;1651;774;606;692;576;881;822;15;16;16;15;10;14
710142258;0;53;F;2;Unknown;Single;Less than $40K;Blue;36;5;2;2;1820;909;837;1207;641;567;924;489;15;17;6;11;9;9
708525108;0;54;F;2;Graduate;Married;Unknown;Blue;47;4;3;3;2156;1134;865;870;734;594;528;529;12;15;18;11;9;12
709621008;0;48;M;5;Post-Graduate;Single;$60K - $80K;Blue;30;6;3;2;5826;1482;823;539;1029;774;549;421;14;11;18;14;8;11
717181833;0;39;F;1;Graduate;Single;Less than $40K;Silver;30;5;2;2;10190;891;816;533;897;795;400;327;10;6;14;9;12;8
711288558;0;45;F;3;Graduate;Single;Less than $40K;Blue;28;5;2;2;2035;1174;767;841;882;546;746;888;17;14;16;10;9;11
718653333;1;45;F;2;College;Single;Less than $40K;Blue;33;1;3;3;1833;0;454;418;443;406;23;293;7;10;7;4;0;3
766628733;0;56;M;3;Uneducated;Single;$60K - $80K;Blue;49;3;3;3;1623;0;775;725;912;1053;663;837;14;17;10;12;10;11
711724083;1;27;F;0;Unknown;Single;Less than $40K;Blue;16;6;1;3;1835;1647;454;375;429;181;207;257;8;9;10;9;2;6
719690733;0;47;F;4;High School;Married;Less than $40K;Blue;40;4;2;2;4490;1989;789;1010;911;664;223;749;17;17;5;15;2;14
770783508;0;48;M;3;Graduate;Divorced;$60K - $80K;Blue;34;6;3;2;11062;0;837;746;736;672;471;622;10;17;13;11;11;10
713422083;1;30;F;0;Graduate;Single;Less than $40K;Blue;36;5;3;3;1574;0;454;647;517;314;322;306;9;13;11;9;9;8
718026858;0;52;F;2;College;Single;Less than $40K;Blue;36;3;2;2;2370;1490;865;1080;970;579;564;693;14;16;13;13;13;11
716028108;0;35;F;2;College;Single;Less than $40K;Blue;18;6;2;0;2658;0;789;808;871;756;894;549;17;14;12;16;14;10
712222758;1;38;F;3;Graduate;Married;Less than $40K;Blue;36;3;2;3;2300;0;454;431;583;370;297;365;9;14;19;3;1;1
718436133;0;44;F;2;Graduate;Single;Less than $40K;Blue;36;5;2;3;2368;1244;768;745;704;829;459;784;10;12;16;13;9;11
719313633;0;53;F;0;High School;Married;$40K - $60K;Blue;36;6;2;3;2883;1936;845;681;755;803;552;608;9;7;16;9;4;8
814586958;0;43;F;2;College;Divorced;Unknown;Blue;38;4;3;2;3264;2042;817;946;877;519;947;518;17;10;17;13;7;11
